instance;best_makespan;opt_or_unsat_certified;time
J6010_10.RCP;73;yes;5,96
J6010_1.RCP;85;yes;8,51
J6010_2.RCP;62;yes;4,74
J6010_3.RCP;72;yes;12,65
J6010_4.RCP;80;yes;5,67
J6010_5.RCP;79;yes;6,01
J6010_6.RCP;67;yes;5,18
J6010_7.RCP;69;yes;17,88
J6010_8.RCP;65;yes;10,97
J6010_9.RCP;73;yes;15,73
J601_10.RCP;80;yes;1,07
J6011_10.RCP;58;yes;0,61
J6011_1.RCP;71;yes;0,00
J6011_2.RCP;61;yes;3,49
J6011_3.RCP;76;yes;0,59
J6011_4.RCP;69;yes;3,78
J6011_5.RCP;65;yes;0,01
J6011_6.RCP;70;yes;4,77
J6011_7.RCP;70;yes;0,83
J6011_8.RCP;69;yes;0,01
J6011_9.RCP;62;yes;1,10
J601_1.RCP;77;yes;1,79
J6012_10.RCP;79;yes;0,00
J6012_1.RCP;59;yes;0,01
J6012_2.RCP;58;yes;0,00
J6012_3.RCP;75;yes;0,01
J6012_4.RCP;69;yes;0,00
J6012_5.RCP;63;yes;0,00
J6012_6.RCP;54;yes;0,00
J6012_7.RCP;71;yes;0,01
J6012_8.RCP;60;yes;0,01
J6012_9.RCP;59;yes;0,00
J601_2.RCP;68;yes;2,81
J6013_10.RCP;128;no;600
J6013_1.RCP;119;no;600
J6013_2.RCP;114;no;600
J6013_3.RCP;96;no;600
J6013_4.RCP;108;no;600
J6013_5.RCP;106;no;600
J6013_6.RCP;102;no;600
J6013_7.RCP;95;no;600
J6013_8.RCP;130;no;600
J6013_9.RCP;110;no;600
J601_3.RCP;68;yes;1,44
J6014_10.RCP;73;no;600
J6014_1.RCP;61;yes;476,93
J6014_2.RCP;65;yes;25,13
J6014_3.RCP;62;no;600
J6014_4.RCP;65;yes;139,09
J6014_5.RCP;59;yes;30,28
J6014_6.RCP;65;yes;18,58
J6014_7.RCP;69;yes;16,19
J6014_8.RCP;88;yes;2,23
J6014_9.RCP;61;yes;26,84
J601_4.RCP;91;yes;1,04
J6015_10.RCP;61;yes;1,53
J6015_1.RCP;84;yes;1,29
J6015_2.RCP;89;yes;2,14
J6015_3.RCP;72;yes;0,01
J6015_4.RCP;75;yes;2,50
J6015_5.RCP;70;yes;5,79
J6015_6.RCP;76;yes;3,38
J6015_7.RCP;64;yes;1,30
J6015_8.RCP;79;yes;1,78
J6015_9.RCP;72;yes;1,17
J601_5.RCP;73;yes;2,20
J6016_10.RCP;68;yes;0,01
J6016_1.RCP;64;yes;0,00
J6016_2.RCP;64;yes;0,01
J6016_3.RCP;53;yes;0,00
J6016_4.RCP;60;yes;0,01
J6016_5.RCP;66;yes;0,01
J6016_6.RCP;66;yes;0,00
J6016_7.RCP;82;yes;0,01
J6016_8.RCP;68;yes;0,01
J6016_9.RCP;54;yes;0,01
J601_6.RCP;66;yes;1,75
J6017_10.RCP;72;yes;2,49
J6017_1.RCP;86;yes;1,85
J6017_2.RCP;69;yes;2,98
J6017_3.RCP;89;yes;1,94
J6017_4.RCP;71;yes;1,74
J6017_5.RCP;59;yes;1,99
J6017_6.RCP;69;yes;1,55
J6017_7.RCP;83;yes;3,51
J6017_8.RCP;85;yes;4,76
J6017_9.RCP;76;yes;2,30
J601_7.RCP;72;yes;4,06
J6018_10.RCP;97;yes;0,96
J6018_1.RCP;81;yes;1,26
J6018_2.RCP;69;yes;1,51
J6018_3.RCP;77;yes;0,01
J6018_4.RCP;71;yes;2,07
J6018_5.RCP;80;yes;0,98
J6018_6.RCP;61;yes;0,01
J6018_7.RCP;93;yes;0,17
J6018_8.RCP;78;yes;0,41
J6018_9.RCP;69;yes;0,91
J601_8.RCP;75;yes;2,23
J6019_10.RCP;78;yes;0,56
J6019_1.RCP;62;yes;0,51
J6019_2.RCP;83;yes;0,01
J6019_3.RCP;83;yes;0,10
J6019_4.RCP;67;yes;0,01
J6019_5.RCP;73;yes;1,02
J6019_6.RCP;69;yes;0,52
J6019_7.RCP;60;yes;0,01
J6019_8.RCP;87;yes;0,09
J6019_9.RCP;69;yes;1,41
J601_9.RCP;85;yes;1,41
J6020_10.RCP;70;yes;0,01
J6020_1.RCP;60;yes;0,02
J6020_2.RCP;78;yes;0,01
J6020_3.RCP;69;yes;0,01
J6020_4.RCP;86;yes;0,01
