instance;best_makespan;opt_or_unsat_certified;time
J6010_10.RCP;73;yes;3,71
J6010_1.RCP;85;yes;4,77
J6010_2.RCP;62;yes;4,16
J6010_3.RCP;72;yes;6,13
J6010_4.RCP;80;yes;3,75
J6010_5.RCP;79;yes;5,52
J6010_6.RCP;67;yes;4,72
J6010_7.RCP;69;yes;7,96
J6010_8.RCP;65;yes;5,77
J6010_9.RCP;73;yes;10,41
J601_10.RCP;80;yes;0,68
J6011_10.RCP;58;yes;0,99
J6011_1.RCP;71;yes;0,00
J6011_2.RCP;61;yes;3,08
J6011_3.RCP;76;yes;0,84
J6011_4.RCP;69;yes;2,22
J6011_5.RCP;65;yes;0,00
J6011_6.RCP;70;yes;2,81
J6011_7.RCP;70;yes;1,13
J6011_8.RCP;69;yes;0,00
J6011_9.RCP;62;yes;1,00
J601_1.RCP;77;yes;1,47
J6012_10.RCP;79;yes;0,02
J6012_1.RCP;59;yes;0,00
J6012_2.RCP;58;yes;0,00
J6012_3.RCP;75;yes;0,01
J6012_4.RCP;69;yes;0,00
J6012_5.RCP;63;yes;0,01
J6012_6.RCP;54;yes;0,00
J6012_7.RCP;71;yes;0,01
J6012_8.RCP;60;yes;0,01
J6012_9.RCP;59;yes;0,00
J601_2.RCP;68;yes;1,78
J6013_10.RCP;127;no;600
J6013_1.RCP;120;no;600
J6013_2.RCP;111;no;600
J6013_3.RCP;95;no;600
J6013_4.RCP;117;no;600
J6013_5.RCP;107;no;600
J6013_6.RCP;100;no;600
J6013_7.RCP;94;no;600
J6013_8.RCP;128;no;600
J6013_9.RCP;109;no;600
J601_3.RCP;68;yes;0,78
J6014_10.RCP;73;no;600
J6014_1.RCP;61;yes;315,66
J6014_2.RCP;65;yes;9,10
J6014_3.RCP;62;no;600
J6014_4.RCP;65;yes;45,68
J6014_5.RCP;59;yes;17,47
J6014_6.RCP;65;yes;8,89
J6014_7.RCP;69;yes;9,01
J6014_8.RCP;88;yes;2,03
J6014_9.RCP;61;yes;17,25
J601_4.RCP;91;yes;0,70
J6015_10.RCP;61;yes;1,64
J6015_1.RCP;84;yes;1,86
J6015_2.RCP;89;yes;1,66
J6015_3.RCP;72;yes;0,01
J6015_4.RCP;75;yes;2,32
J6015_5.RCP;70;yes;4,74
J6015_6.RCP;76;yes;2,91
J6015_7.RCP;64;yes;2,29
J6015_8.RCP;79;yes;2,01
J6015_9.RCP;72;yes;1,76
J601_5.RCP;73;yes;1,37
J6016_10.RCP;68;yes;0,00
J6016_1.RCP;64;yes;0,00
J6016_2.RCP;64;yes;0,01
J6016_3.RCP;53;yes;0,00
J6016_4.RCP;60;yes;0,00
J6016_5.RCP;66;yes;0,00
J6016_6.RCP;66;yes;0,00
J6016_7.RCP;82;yes;0,01
J6016_8.RCP;68;yes;0,00
J6016_9.RCP;54;yes;0,00
J601_6.RCP;66;yes;1,45
J6017_10.RCP;72;yes;2,04
J6017_1.RCP;86;yes;1,60
J6017_2.RCP;69;yes;2,08
J6017_3.RCP;89;yes;1,24
J6017_4.RCP;71;yes;1,12
J6017_5.RCP;59;yes;1,44
J6017_6.RCP;69;yes;1,25
J6017_7.RCP;83;yes;2,74
J6017_8.RCP;85;yes;4,33
J6017_9.RCP;76;yes;1,63
J601_7.RCP;72;yes;2,97
J6018_10.RCP;97;yes;0,64
J6018_1.RCP;81;yes;0,71
J6018_2.RCP;69;yes;0,82
J6018_3.RCP;77;yes;0,01
J6018_4.RCP;71;yes;1,70
J6018_5.RCP;80;yes;0,84
J6018_6.RCP;61;yes;0,01
J6018_7.RCP;93;yes;0,27
J6018_8.RCP;78;yes;0,27
J6018_9.RCP;69;yes;0,53
J601_8.RCP;75;yes;1,71
J6019_10.RCP;78;yes;0,38
J6019_1.RCP;62;yes;0,41
J6019_2.RCP;83;yes;0,01
J6019_3.RCP;83;yes;0,10
J6019_4.RCP;67;yes;0,01
J6019_5.RCP;73;yes;0,58
J6019_6.RCP;69;yes;0,41
J6019_7.RCP;60;yes;0,00
J6019_8.RCP;87;yes;0,09
J6019_9.RCP;69;yes;1,12
J601_9.RCP;85;yes;1,13
J6020_10.RCP;70;yes;0,02
J6020_1.RCP;60;yes;0,01
J6020_2.RCP;78;yes;0,01
J6020_3.RCP;69;yes;0,00
