instance;best_makespan;opt_or_unsat_certified;time
j120t1_10_10.smt;70;yes;9,25
j120t1_10_1.smt;142;yes;35,68
j120t1_10_2.smt;119;yes;18,31
j120t1_10_3.smt;119;yes;43,14
j120t1_10_4.smt;96;yes;26,64
j120t1_10_5.smt;116;yes;26,58
j120t1_10_6.smt;101;yes;16,61
j120t1_10_7.smt;104;yes;16,68
j120t1_10_8.smt;163;yes;16,30
j120t1_10_9.smt;94;yes;5,33
j120t1_1_10.smt;126;yes;64,07
j120t1_11_10.smt;240;no;600
j120t1_11_1.smt;237;no;600
j120t1_11_2.smt;210;no;600
j120t1_11_3.smt;274;no;600
j120t1_11_4.smt;250;no;600
j120t1_11_5.smt;312;no;600
j120t1_11_6.smt;288;no;600
j120t1_11_7.smt;217;no;600
j120t1_11_8.smt;207;no;600
j120t1_11_9.smt;237;no;600
j120t1_1_1.smt;130;yes;30,38
j120t1_12_10.smt;186;no;600
j120t1_12_1.smt;174;no;600
j120t1_12_2.smt;153;no;600
j120t1_12_3.smt;169;no;600
j120t1_12_4.smt;164;no;600
j120t1_12_5.smt;232;no;600
j120t1_12_6.smt;149;no;600
j120t1_12_7.smt;162;no;600
j120t1_12_8.smt;145;no;600
j120t1_12_9.smt;138;no;600
j120t1_1_2.smt;126;yes;73,59
j120t1_13_10.smt;109;no;600
j120t1_13_1.smt;166;yes;186,56
j120t1_13_2.smt;100;no;600
j120t1_13_3.smt;139;no;600
j120t1_13_4.smt;144;no;600
j120t1_13_5.smt;104;no;600
j120t1_13_6.smt;114;no;600
j120t1_13_7.smt;131;no;600
j120t1_13_8.smt;111;no;600
j120t1_13_9.smt;104;yes;110,23
j120t1_1_3.smt;145;yes;54,43
j120t1_14_10.smt;111;yes;57,32
j120t1_14_1.smt;100;no;600
j120t1_14_2.smt;124;yes;113,93
j120t1_14_3.smt;123;yes;103,91
j120t1_14_4.smt;104;no;600
j120t1_14_5.smt;111;no;600
j120t1_14_6.smt;119;yes;2,04
j120t1_14_7.smt;105;yes;319,23
j120t1_14_8.smt;127;no;600
j120t1_14_9.smt;111;yes;390,20
j120t1_1_4.smt;99;yes;117,50
j120t1_15_10.smt;101;yes;82,66
j120t1_15_1.smt;117;yes;55,31
j120t1_15_2.smt;90;yes;20,49
j120t1_15_3.smt;122;yes;7,63
j120t1_15_4.smt;100;yes;65,20
j120t1_15_5.smt;92;yes;24,97
j120t1_15_6.smt;121;yes;39,00
